timestamp,filename,category,content
2025-07-01T13:24:32.017025,uploaded,qa,"Q: Break this legal document into clauses and explain each.
A: I'd be happy to help you break down the Residential Rental Agreement into clauses and provide explanations for each.

**Clause 1: PROPERTY**
The landlord (John Doe) rents out the property located at 123 Legal Lane, Kolkata, West Bengal, India, to the tenant (Jane Smith).

**Clause 2: TERM**
The rental agreement is for a period of 12 months, starting from July 1, 2025, and ending on June 30, 2026.

**Clause 3: RENT**
The tenant agrees to pay a monthly rent of INR15,000 (Indian Rupees) payable on or before the 5th day of each month.

**Clause 4: SECURITY DEPOSIT**
The tenant must deposit INR30,000 as a security deposit, which will be refunded upon termination of the agreement subject to inspection.

**Clause 5: USE OF PREMISES**
The property can only be used for residential purposes. No illegal activities are permitted.

**Clause 6: MAINTENANCE**
The tenant agrees to maintain the property in good condition and notify the landlord if any damages occur.

**Clause 7: TERMINATION**
Either party (landlord or tenant) may terminate this agreement with 30 days' written notice.

These clauses outline the essential terms and conditions of the rental agreement, including the property details, rental period, rent payment, security deposit, use of premises, maintenance responsibilities, and termination procedures."
2025-07-03T22:30:33.531997,uploaded,summary,"This Residential Rental Agreement outlines the terms of a 12-month lease between John Doe, the Landlord, and Jane Smith, the Tenant. The main points are:

* The property is located at 123 Legal Lane, Kolkata, India, and will be used solely for residential purposes.
* The monthly rent is INR15,000, payable by the 5th of each month.
* A security deposit of INR30,000 is required, refundable upon termination subject to inspection.
* The Tenant must maintain the property in good condition and inform the Landlord of any damages.
* Either party can terminate the agreement with 30 days' written notice.

Overall, this document sets out the rules for renting a residential property."
2025-07-03T22:30:43.061334,uploaded,summary,"This is a rental agreement between John Doe, the landlord, and Jane Smith, the tenant. It outlines the terms of the rental, including:

* The property address: 123 Legal Lane, Kolkata, West Bengal, India
* The rental term: 12 months starting from July 1, 2025, to June 30, 2026
* Rent payment: INR15,000 per month, payable by the 5th of each month
* Security deposit: INR30,000, refundable upon termination subject to inspection

Additionally, it specifies that the property will be used solely for residential purposes and that the tenant agrees to maintain the property in good condition."
2025-07-07T20:49:44.686975,uploaded,summary,"This Residential Rental Agreement is a contract between John Doe, the landlord, and Jane Smith, the tenant. The agreement covers the rental of a property located at 123 Legal Lane, Kolkata, for a period of one year, starting from July 1, 2025. The monthly rent is INR15,000, which must be paid by the 5th day of each month. The tenant also needs to pay a security deposit of INR30,000, which will be refunded if the property is left in good condition when the agreement ends. The tenant agrees to use the property solely for residential purposes and to maintain it well. Either party can end the agreement with 30 days' written notice."
2025-07-07T20:49:58.760241,uploaded,summary,"This rental agreement is a contract between a landlord, John Doe, and a tenant, Jane Smith. The landlord rents out a property located at 123 Legal Lane, Kolkata, to the tenant for a period of one year from July 1st, 2025, to June 30th, 2026. The tenant agrees to pay a monthly rent of INR15,000 on or before the 5th day of each month and deposit INR30,000 as a security deposit. The property can be used solely for residential purposes, and the tenant is responsible for maintaining it in good condition. Either party can terminate the agreement with 30 days' written notice."
2025-07-07T21:10:46.241217,uploaded,summary,"This Residential Rental Agreement is a contract between John Doe, the Landlord, and Jane Smith, the Tenant. The agreement sets out the terms of their rental arrangement for a property located at 123 Legal Lane, Kolkata. The key points are:

* The rental period is from July 1, 2025, to June 30, 2026.
* The Tenant must pay INR15,000 per month on or before the 5th day of each month.
* A security deposit of INR30,000 will be refunded upon termination of the agreement, subject to inspection.
* The property can only be used for residential purposes and no illegal activities are allowed.
* The Tenant is responsible for maintaining the property in good condition and reporting any damages.

Overall, this agreement outlines the basic terms of the rental arrangement between John Doe and Jane Smith."
2025-07-07T21:11:15.460581,uploaded,highlighted_clauses,"Based on the provided sample sentence and the Residential Rental Agreement, here are the important legal clauses categorized:

**Confidentiality**

* None mentioned in this agreement.

**Termination**

* 7. TERMINATION: Either party may terminate this agreement with 30 days' written notice.
	+ This clause allows either the Landlord or Tenant to end the agreement by providing a 30-day written notice to the other party.

**Liability**

* 5. USE OF PREMISES: The property shall be used solely for residential purposes. No illegal activities are permitted.
	+ This clause specifies that the premises can only be used for residential purposes and prohibits any illegal activities, which may help protect both parties from potential liabilities.

**Dispute Resolution**

* None mentioned in this agreement. However, it is implied that disputes will be settled in Kolkata jurisdiction (as specified in the PROPERTY section).

**Miscellaneous**

* 1. PROPERTY: The Landlord hereby rents to the Tenant the property located at...
	+ This clause specifies the location and details of the rented property.
* 2. TERM: The rental term shall be for a period of 12 months commencing on July 1, 2025 and ending on June 30, 2026.
	+ This clause outlines the duration of the rental agreement.

Please note that these are just summaries of the clauses in plain language, and actual legal interpretations may vary depending on jurisdictional laws and specific circumstances."
2025-07-07T21:11:53.014709,uploaded,qa,"Q: what is section 345 in indian penal code
A: I'm happy to help with your question!

Section 345 of the Indian Penal Code (IPC) deals with Abandonment of Child or Insane Person. It states that whoever being the parent, guardian, or person having the care of a child or insane person, intentionally and without reasonable cause abandons such child or insane person, shall be punished with imprisonment of either description for a term which may extend to two years.

Please note that Section 345 IPC is a specific provision of the Indian Penal Code, and it's not directly related to the uploaded document on AI-Powered Mood and Sentiment Analyzer."
2025-07-07T21:11:53.369901,uploaded,qa,"Q: what is section 345 in indian penal code
A: A legal question!

Section 345 of the Indian Penal Code (IPC) deals with Abetment. Specifically, Section 345 IPC states:

""Whoever abets any offence punishable under this Code shall be punished with the same punishment as is provided for that offence in this Code.""

In simpler terms, this section makes it an offense to encourage or facilitate someone else's commission of a crime that is punishable under the IPC.

Please note that while I'm designed to provide general information and answer legal questions, my responses are not intended to be taken as legal advice. If you need specific guidance on Indian law or have a legal concern, it's always best to consult with a qualified lawyer."
2025-07-07T21:18:02.171897,uploaded,summary,"This is a Residential Rental Agreement between a landlord named John Doe and a tenant named Jane Smith. The agreement states that the tenant will rent a property located at 123 Legal Lane, Kolkata, for a period of 12 months starting from July 1, 2025, to June 30, 2026. The tenant agrees to pay a monthly rent of INR15,000 on or before the 5th day of each month and deposit a security amount of INR30,000."
2025-07-07T21:23:47.530556,uploaded,summary,"This is a Residential Rental Agreement between John Doe (the Landlord) and Jane Smith (the Tenant). The agreement states that the Tenant will rent a property located at 123 Legal Lane, Kolkata, West Bengal, India for a period of 12 months. The monthly rent is INR15,000, payable on or before the 5th day of each month. The Tenant must also deposit INR30,000 as a security deposit, which will be refundable upon termination subject to inspection. The property can only be used for residential purposes and the Tenant must maintain it in good condition. Either party may terminate the agreement with 30 days' written notice."
2025-07-07T21:41:05.609213,uploaded,summary,"I'm happy to help! However, since there is no legal document provided in the given context, I cannot summarize it in simple terms. The provided text appears to be a personal profile or bio of Shreya Kar, a student at IIEST Shibpur. If you meant to ask about something else, please feel free to rephrase your query!"
2025-07-07T21:41:35.768990,uploaded,qa,"Q: how much would hiring a lawyer cost in india
A: A straightforward question!

The cost of hiring a lawyer in India depends on various factors, including:

1. Type of case or matter: Different types of cases, such as corporate law, family law, or property disputes, may require different levels of expertise and complexity, affecting the cost.
2. Location: Lawyers' fees can vary depending on the location within India. Cities like Delhi, Mumbai, and Bangalore tend to have higher rates compared to smaller towns and rural areas.
3. Experience and reputation: The more experienced and reputable the lawyer, the higher their fees are likely to be.
4. Complexity of the matter: Cases that require extensive research, documentation, or negotiations may cost more than simpler cases.

On average, lawyers in India charge:

* For simple matters (e.g., drafting a will): ₹5,000 to ₹20,000 (approximately $67-$267 USD)
* For moderate complexity cases (e.g., property disputes): ₹50,000 to ₹200,000 (approximately $667-$2,667 USD)
* For complex cases (e.g., corporate law or high-stakes litigation): ₹500,000 to ₹1,500,000 (approximately $6,700-$20,300 USD)

Keep in mind that these are rough estimates. It's best to consult with a lawyer directly for a more accurate quote based on your specific needs and circumstances.

I hope this helps!"
2025-07-07T21:59:02.406936,uploaded,summary,"This rental agreement is a contract between John Doe (the landlord) and Jane Smith (the tenant). The landlord rents out his property at 123 Legal Lane, Kolkata, to the tenant for a period of 12 months. The tenant agrees to pay rent of INR15,000 every month on or before the 5th day of each month. They also agree that the tenant will leave the property in good condition and inform the landlord if there are any damages. Either party can terminate the agreement with 30 days' written notice."
2025-07-07T22:38:42.127269,uploaded,summary,"This is a residential rental agreement between John Doe (the landlord) and Jane Smith (the tenant). The agreement states that the tenant will rent an apartment at 123 Legal Lane, Kolkata, for 12 months starting July 1, 2025. The tenant agrees to pay INR15,000 every month by the 5th day and also deposit INR30,000 as a security deposit. The property must be used only for residential purposes, and any damages or issues should be reported to the landlord. Either party can end the agreement with 30 days' written notice."
2025-07-07T22:40:07.867823,uploaded,highlighted_clauses,"Here are the important legal clauses extracted from the Residential Rental Agreement, categorized for easy reference:

**Confidentiality**

* None mentioned in this agreement.

**Termination**

* 7. TERMINATION: Either party may terminate this agreement with 30 days' written notice.

This clause allows either the landlord or tenant to end the rental agreement by providing a 30-day written notice. This gives both parties a reasonable amount of time to make necessary arrangements before the agreement ends.

**Liability**

* None mentioned in this agreement.

**Dispute Resolution**

* None mentioned in this agreement.

**Use of Premises**

* 5. USE OF PREMISES: The property shall be used solely for residential purposes. No illegal activities are permitted.

This clause specifies that the rental property can only be used for residential purposes and prohibits any illegal activities on the premises.

**Maintenance**

* 6. MAINTENANCE: Tenant agrees to maintain the property in good condition and inform the Landlord of any damages.

This clause requires the tenant to take care of the property and report any damage or issues to the landlord. This ensures that the property is well-maintained throughout the rental period.

**Security Deposit**

* 4. SECURITY DEPOSIT: The Tenant shall deposit INR30,000 as a security deposit, refundable upon termination subject to inspection.

This clause specifies the amount of the security deposit (INR30,000) and outlines the conditions for its refundability at the end of the rental agreement, provided there are no damages or issues that need to be addressed."
2025-07-07T22:42:17.358965,uploaded,summary,"This is a rental agreement between John Doe (the landlord) and Jane Smith (the tenant). According to the agreement, John rents out his property located at 123 Legal Lane, Kolkata, West Bengal, India, to Jane for 12 months starting from July 1, 2025. Jane agrees to pay a monthly rent of INR15,000 by the 5th day of each month and also deposits INR30,000 as a security deposit. The property is only meant for residential use, and Jane needs to maintain it in good condition and inform John if any damages occur. Either party can terminate the agreement with 30 days' written notice."
2025-07-07T22:42:55.718164,uploaded,summary,"This is a rental agreement between John Doe (the landlord) and Jane Smith (the tenant). The agreement states that John will rent out his property at 123 Legal Lane to Jane from July 1, 2025, to June 30, 2026. Jane agrees to pay INR15,000 each month by the 5th day of the month as rent. She also needs to deposit INR30,000 as a security deposit, which will be refunded if she leaves the property in good condition. Both parties are not allowed to do anything illegal at the property and must maintain it well. If either party wants to end the agreement, they need to give 30 days' written notice."
2025-07-07T22:44:17.376552,uploaded,highlighted_clauses,"Here are the important legal clauses extracted from the Residential Rental Agreement, categorized and explained in plain language:

**Confidentiality**

* None mentioned in this agreement.

**Termination**

* Clause 7: Termination - Either party may terminate this agreement with 30 days' written notice. This means that either the landlord or tenant can end the rental agreement by giving a formal letter to the other party 30 days prior to the termination date.

**Liability**

* Clause 5: USE OF PREMISES - The property shall be used solely for residential purposes. No illegal activities are permitted. This clause holds the tenant liable if they engage in any illegal activities on the premises, which could result in legal consequences.

**Dispute Resolution**

* None mentioned in this agreement.

**Miscellaneous**

* Clause 6: MAINTENANCE - Tenant agrees to maintain the property in good condition and inform the Landlord of any damages. This clause ensures that the tenant takes care of the property and reports any damage or issues to the landlord.
* Clause 3: RENT - The Tenant agrees to pay a monthly rent of INR15,000 payable on or before the 5th day of each month. This clause outlines the payment terms for the rent.

Note that there are no clauses related to Confidentiality, Liability, or Dispute Resolution in this Residential Rental Agreement."
2025-07-07T22:44:45.315896,uploaded,highlighted_clauses,"Here are the important legal clauses extracted from the context information, categorized for easy reference:

**Confidentiality**

* None mentioned in this agreement.

**Dispute Resolution**

* No specific clause mentioned, but impliedly, any disputes can be resolved through written notice (as per Clause 7: Termination).

**Liability**

* The Tenant is liable to maintain the property in good condition and inform the Landlord of any damages (as per Clause 6: Maintenance).
* The Tenant is liable for the monthly rent payment on or before the 5th day of each month (as per Clause 3: Rent).

**Termination**

* Either party can terminate this agreement with 30 days' written notice (as per Clause 7: Termination).
* The security deposit will be refundable upon termination, subject to inspection (as per Clause 4: Security Deposit).

**Use of Premises**

* The property shall be used solely for residential purposes. No illegal activities are permitted (as per Clause 5: Use of Premises)."
2025-07-07T22:45:45.273654,uploaded,summary,"This legal document is a template for a consultancy agreement between a consultant and a client. It outlines the terms and conditions of their working relationship, including the services to be provided, the deliverables expected, the payment structure, and the warranties provided.

In simpler terms, this document helps define what work the consultant will do for the client, how long it will take, and when the client needs to pay. It also provides some protections for both parties in case something goes wrong."
2025-07-07T22:53:11.012621,uploaded,summary,"This legal document is a deed that shows the transfer of ownership of a piece of land from one party to another. Specifically, it records the sale of a rural plot of land called ""Dih"" from Deepak Kumar Prasad and his two co-executants (Guriya Devi and Sunita Devi) to Afsana Khatun."
2025-07-07T22:54:37.364847,uploaded,highlighted_clauses,"Based on the provided deed details, I've extracted some important legal clauses and categorized them for you:

**Confidentiality**

* None mentioned explicitly.

**Termination**

* None mentioned explicitly.

**Liability**

* Clause not explicitly stated, but it can be inferred that the sellers (Executants) are not liable for any claims or disputes arising from the sale, as Afsana Khatun (Claimant) is acquiring the property.
* The buyers may also be protected from liability by virtue of being the new owners of the property.

**Dispute Resolution**

* None mentioned explicitly.

**Miscellaneous**

* **Transfer of Ownership**: The deed details indicate that Deepak Kumar Prasad, Guriya Devi, and Sunita Devi are transferring their ownership rights to Afsana Khatun.
* **Property Details**: The deed provides information about the property being sold, including its type (land), location (Raghunathpur), and market value (₹14.61 lakhs).

Please note that these clauses are not explicitly stated in the provided deed details but can be inferred based on the context."
2025-07-07T22:56:14.050652,uploaded,highlighted_clauses,"Based on the provided deed details, here are some important legal clauses categorized for easy reference:

**Confidentiality**

* None mentioned explicitly; however, the document does not contain any confidentiality agreements or non-disclosure statements.

**Termination**

* The document does not specify any termination clauses. It appears to be a straightforward sale/conveyance deed without any provisions for terminating the agreement.

**Liability**

* The property details section mentions ""Market Value"" and ""Final Value,"" which may imply some responsibility on the part of the buyer or seller regarding the value of the property. However, this is not explicitly stated as a liability clause.
* There is no mention of any warranties or representations made by the parties involved.

**Dispute Resolution**

* The document does not specify any dispute resolution mechanisms, such as arbitration or mediation. In the absence of such provisions, the parties may need to rely on judicial proceedings to resolve any disputes that may arise.

**Miscellaneous**

* ""Presented On"" and ""Filing Date"" indicate the dates when the deed was presented and filed, respectively.
* The document does not contain any clauses related to indemnification, assignment, or novation.

Please note that this analysis is based solely on the provided context and may not be a comprehensive review of all possible legal implications."
2025-07-07T22:56:22.380556,uploaded,qa,"Q: Simplify the legal text in layman terms.
A: The document you uploaded is a deed, which is a formal agreement that transfers ownership of property. Let me simplify the technical language into easy-to-understand terms:

**Who are the parties involved?**

* Deepak Kumar Prasad and his wife, Guriya Devi, are selling their land.
* Afsana Khatun is buying this land from them.

**What is being sold?**

* It's a piece of rural land measuring 0.146 hectares (or about 3/4 acre).

**How much does it cost?**

* The market value of the land is ₹14,61,000 (approximately $195,000 USD).

**Other details:**

* The deed was registered on December 29, 2021.
* The Department of Registration, Excise & Prohibition in Bihar state handled the registration process.

Please note that this simplification focuses only on the main points and omits some technical details. If you have any specific questions or need further clarification, feel free to ask!"
2025-07-07T22:56:48.188465,uploaded,summary,"This rental agreement is a contract between John Doe (the landlord) and Jane Smith (the tenant). The main points are:

* The landlord rents out a property at 123 Legal Lane to the tenant for 12 months, starting from July 1, 2025, and ending on June 30, 2026.
* The tenant pays a monthly rent of INR15,000 by the 5th day of each month.
* The tenant needs to pay a security deposit of INR30,000, which will be refunded when they leave the property as long as it's in good condition.
* The property can only be used for living purposes and not for any illegal activities.
* The tenant is responsible for keeping the property clean and reporting any damage to the landlord.
* Either party can end the agreement with 30 days' written notice.

That's a basic summary of this rental agreement!"
2025-07-07T22:57:34.398064,uploaded,qa,"Q: Simplify the legal text in layman terms.
A: Based on the Residential Rental Agreement document you uploaded, I'll simplify the legal language into easy-to-understand terms:

**Who are the parties involved?**

* John Doe (the landlord) is renting out his property to Jane Smith (the tenant).

**What is being rented?**

* A residential property located at 123 Legal Lane in Kolkata.

**How long does it last?**

* The rental agreement is for 12 months, starting from July 1, 2025, and ending on June 30, 2026.

**What's the rent and security deposit?**

* Jane Smith (the tenant) agrees to pay ₹15,000 per month by the 5th of each month.
* She also needs to provide a security deposit of ₹30,000, which will be refunded when she moves out provided there are no damages.

**Other important details:**

* The property can only be used for residential purposes and not for any illegal activities.
* Jane Smith (the tenant) is responsible for maintaining the property in good condition and reporting any damages to John Doe (the landlord).
* Either party can terminate the agreement with 30 days' written notice.

That's it! If you have any specific questions or need further clarification, feel free to ask."
2025-07-07T22:57:43.333688,uploaded,highlighted_clauses,"Based on the provided Residential Rental Agreement, here are the important legal clauses categorized for easy reference:

**Confidentiality**

* None mentioned.

**Termination**

* Clause 7: Either party may terminate this agreement with 30 days' written notice. This clause outlines the conditions and procedure for ending the rental agreement.

**Liability**

* Clause 5: The property shall be used solely for residential purposes. No illegal activities are permitted. This clause sets boundaries on how the tenant can use the premises, ensuring no illegal activities take place.

**Maintenance**

* Clause 6: Tenant agrees to maintain the property in good condition and inform the Landlord of any damages. This clause assigns responsibility to the tenant to upkeep the rental property and report any damages or issues.

**Dispute Resolution**

* None mentioned.

**Security Deposit**

* Clause 4: The Tenant shall deposit INR30,000 as a security deposit, refundable upon termination subject to inspection. This clause outlines the requirement for a security deposit, its amount, and the conditions for its return.

**Payment Terms**

* Clause 3: The Tenant agrees to pay a monthly rent of INR15,000 payable on or before the 5th day of each month. This clause specifies the rental payment terms, including the amount, due date, and frequency.

These clauses are essential in outlining the rights and responsibilities of both parties involved in the rental agreement, providing clarity on the terms and conditions of the tenancy."
2025-07-08T12:32:05.699590,uploaded,summary,"This agreement is a contract between Jane Doe (the client) and Rahul Verma (the freelancer). It outlines the services that Rahul will provide to Jane, which are designing and developing a personal portfolio website. The agreement also includes details about payment, deadlines, confidentiality, and termination.

In simpler terms, this document states that Rahul will create a website for Jane and make any necessary changes or provide support for 30 days after the project is finished. Jane will pay Rahul two installments: half upfront and the other half when the project is complete. If either party wants to end the agreement, they must give each other 7 days' notice."
2025-07-08T12:32:27.256301,uploaded,summary,"This agreement is a contract between Jane Doe (the client) and Rahul Verma (the freelancer). The freelancer agrees to design and develop a personal portfolio website for the client. The client pays the freelancer INR 20,000 in two installments. The project needs to be completed by August 7, 2025, unless both parties agree otherwise. Both sides promise to keep the project's details confidential, and either party can end the agreement with seven days' notice."
2025-07-08T12:33:33.359611,uploaded,summary,"This is a contract between Jane Doe, the client, and Rahul Verma, the freelancer. The agreement outlines the terms of their collaboration on a personal portfolio website project. In summary, the freelancer will design and develop the website and provide revisions and support for 30 days after delivery. The client will pay the freelancer in two installments: 50% upfront and 50% upon completion. The project is due by August 7, 2025, unless extended with mutual agreement. Both parties agree to keep the project confidential, and either party can terminate the agreement with a 7-day written notice."
2025-07-08T12:54:07.015966,uploaded,summary,"This is a contract between a client named Jane Doe and a freelancer named Rahul Verma. It outlines the terms of their agreement for the freelancer to create a personal portfolio website for the client. The main points are:

* The freelancer will design and develop the website, and provide revisions and support for 30 days after completion.
* The client will pay the freelancer in two installments: 50% upfront, and 50% when the project is complete.
* The project needs to be finished by August 7th, unless both parties agree to an extension.
* Both sides must keep confidential any information related to the project.
* Either party can end the agreement with 7 days' notice in writing.

In simple terms, this contract outlines the requirements and expectations for the freelancer's work on the client's website."
2025-07-08T13:20:28.847213,uploaded,summary,"This is an agreement between a buyer (Purchaser) and seller (Vendor) for the sale of a residential building. The key points are:

* The Purchaser pays an initial deposit of Rs. 1,00,000 to the Vendor.
* The Vendor promises to sell the property to the Purchaser at a fixed price of Rs. 4,37,500.
* The Vendor agrees to execute and register a deed transferring ownership of the property to the Purchaser once they pay the remaining balance of Rs. 3,37,500.
* Both parties agree to complete the sale within 12 months from the date of signing this agreement.
* If there are any issues with the title or any other problems with the property, the agreement will be cancelled and the Vendor will refund the initial deposit.
* The Purchaser has the right to seek legal action if there are any disputes.

In simple terms, this is a contract for buying and selling a house, outlining the terms and conditions of the transaction."
2025-07-08T13:22:33.459358,uploaded,summary,"This document appears to be a deed for the sale of land. Shiv Ji Sah is presenting the deed to the authorities, indicating that he has transferred ownership of the property from himself to Afsana Khatun, Aliyas Khan, Juganu Ara Rahmat Abbas Khan, and Rahmat Abbas Khan. The property in question is located in Raghunathpur and measures 7,4641 square meters. The document provides details about the location, boundaries, and value of the land, as well as information about the parties involved in the transaction."
2025-07-08T13:24:44.575483,uploaded,summary,"This is a deed of sale/conveyance between several parties. The property being transferred is a piece of land located in Raghunathpur, Bihar. Deepak Kumar Prasad and two other individuals are the sellers, while Afsana Khatun is the buyer. The document details the property's characteristics, including its location and value, as well as information about the parties involved."
